,tweetid,content,polarity,augmented,from_lang
392,802591645979930624,chao con ud en seriar no te poder,N,0,none
393,802654547151884289,mucho gracia por tu palabra uno fuerte abrazar parir tú,NONE,0,none
394,802656976664727552,cansar ser poco pero saber que hoy se ayudar en algo me hacer feliz,P,0,none
395,802298017617326080,me sentir muy identificar con tu tweet y ver tu contar porque mi mejor amigo avezar dar t a tu coser,P,0,none
396,802610197306802176,en ese estar claro pero yo tener fe en que lo tipo ser solidario cuando mas se necesitar,P,0,none
397,802617732747366401,mi mejor amigar me llamar que ya venir llegar a mi casar tener minuto esperándolo,N,0,none
398,802362941953736708,aquel señor amigar suyo hacer uno numerito hoy de ese que le encantar hacer otro día en que lo ginebra empezar a fluir temprano,NONE,0,none
399,802369892620111872,ver dolor jurar nunca más volver a ese lugar quedo en paz parir lo interesar,N,0,none
400,802374903299239936,si o ser el el no me interesar tanto pero los coser que tener ahí ser irremplazable gracia por escribir,NEU,0,none
401,802339920023027712,semana necesitar casar cunar apúrense no haber suficiente presupuestar parir todo lo animalito afectar,NONE,0,none
402,802352213330784256,hora de que se ser del pais y ya lo extrañar,N,0,none
403,803070151935619073,que bueno fiesta se pegar unir,P,0,none
404,802971994950160389,hasta ahora me enterar de que existir lo carrera de investigador de animación japonés haber desperdiciar mi vida,N,0,none
405,802721540076761090,hoy hacer el gol de mi vida perder pero hacer el gol de mi vida,P,0,none
406,802423538367930368,le enviar uno foto a ignacio y me decir que picha más feo,N,0,none
407,803970852199034885,eye pintar no sabio que ser parejo,NONE,0,none
408,803787178321084416,lo lluvia definitivo no me tener piedad cuando andar en bus,N,0,none
409,803786450852605952,uno masculino adulto que ser fanático obsesivo de my little pony,NONE,0,none
410,804122640411742208,a mí me gustar de hacer,P,0,none
411,804010711810801664,ojalá poder darte el abrazar en vivir o al menos acompañarte hoy sentir mucho el de tu primar,NONE,0,none
412,804048178492407808,hoy haber nuevo campeón que pasar el que ser que ser campeón o que perder carlsenkarjakin,P,0,none
413,804050118412562432,pero en realidad ser mucho menos amargar maldito y jugar de vivo de el que parecer el prometer,P,0,none
414,803994481938853889,leer el post equivocar aparentemente me salir lo diseñador snob en mi feed,N,0,none
415,804064900469366789,me ir a morir querer verlo en vivir y tigo no tener cbs,N,0,none
416,804139696595107840,pues que decir que haber temblor y yo ni me decir contar porque pasar ensayar típico,NONE,0,none
417,799987480518922243,excelente que grande que estar,P,0,none
418,801271513542496256,querer demasiar el baldar de pollo cebolla y papar frita de lo parecer alguien lléveme,NEU,0,none
419,801223329625542656,mispropositospara2017son buscar uno mejor amigar necesitar a alguien nadie,N,0,none
420,801279880247713792,que enfermería tener gareth balar se poder perder el clásico,N,0,none
421,801291354978582528,a mí jajaja y verme aquí con lo ojo pelar,NEU,0,none
422,801304592902483969,abrazo parir ti desde aquí venir ahí estar y mismísima parir grabar lo entrevistar,NONE,0,none
423,800926948025319424,genial iniciativo que no poder ayudar,P,0,none
424,800209365831532544,estar harto del semestre yo sábado por lo noche resolver integral parir encontrar área,N,0,none
425,806502753707159560,el amigar secretar de hoy traer uno delicioso arroz con leche,P,0,none
426,806353036708900865,el ﻿1 capítulo de lo primero temporada de black mirror ser bien pinchar triste wey,NEU,0,none
427,806657359716249601,no dar igual yo ser funcionario público y no todo pensar asir,NEU,0,none
428,806341840551157761,me sentir tan solo por los noche que dormir con paris en lo cama de mi hermanar,N,0,none
429,806343202315898882,ojalá seguir junto mucho tiempo,P,0,none
430,806364751106342912,pero pensar que luego de jugar junto todo ir a cambiar,N,0,none
431,807324978693763072,ojalar tener netflix comer en lo viejo tiempo,N,0,none
432,807381460827205633,y parir que me tener a mi ser momento y no montar uno canal repichudo,P,0,none
433,807425510435356672,poder soñar ridículo pero si llorar porque se ser,N,0,none
434,806330716367765504,carepichas ese solo pensar en ellos,N,0,none
435,808043758235303936,ser uno verdadero ver que lo videos mas caca tener mas apoyar que lo que costar,N,0,none
436,808067430014656512,mandarle uno maldito a jonathan duarte que este en el hospital pasandola mal con uno operacion y solo ver tu videos,NONE,0,none
437,808012377312600064,cr uff haber uno discusión enorme sobrar este lo clínico mayar dejar de hacerlas por año por lo resultar,NONE,0,none
438,807254954226384896,porque si estar bien me tener que dar calentura de nuevo,N,0,none
439,807537268235833344,el peor ser que no encontrar en uno bar y no le poder hablar x mi timidez,N,0,none
440,806696427883790336,a mediodía lo próximo no el dudar aunque me ver seriar yo ser uno carajo bueno noto,P,0,none
441,806755531591294977,ya mi relación no ser el igual con davi él me perder,N,0,none
442,806723955973189637,primero vez que david cenar en mi casar y quebrar uno vaso,N,0,none
443,806712993098727428,rivera lo del mio peor tener que andar con do telefono parir poder revisar te fbi e ig,N,0,none
444,806903754083672064,descubrir qué ser estar picar decir el patán,N,0,none
445,806726824608702464,les jurar que el stalker y mi instinto asesinar se activo,N,0,none
446,806687497619206144,también tener tradición costarricense por suponer caseta de leche con almendra lo más rico de todo,P,0,none
447,806694328718553088,el bueno de verano ser que en el grupo haber vario competir,P,0,none
448,806850707219484672,los tenis blanco no se usar todo lo día,N,0,none
449,807261162358394882,a mí en seriar ese coser de ganar no se me dar,N,0,none
450,807242670267596800,ser lo mejor amigo secreto de lo vida querer el regalar que ir a dar,P,0,none
451,807117733531963392,hoy ser uno día muy largar y mi último día ser uno pilluelo de año,N,0,none
452,807090883766157313,me ir a dormir saber que lo único app de mangar con lo que leer no tener actualizar no,N,0,none
453,807042574158598144,esperar que ser uno bueno jueves por lo noche,P,0,none
454,807042479505764353,y si me corregir ser comer tráigame tierra y llévame directo al infierno,N,0,none
455,808163207013695488,fijar si me gustar hacer el que hacer con el episodio vii ser al cine vez,P,0,none
456,808139453021777920,me encantar lo olla de carne pero no me gustar que por ser sopar no me mantener lleno bastante tiempo,NEU,0,none
457,808136758105899008,poder pasar uno día enterar ver sólo detener,P,0,none
458,808101774196428801,si se desesperar no llevar puto,N,0,none
459,808122577818439688,que triste cuando unir andar en uno actividad y no tener con quien bailar me ver muy raro chateando solo en medio pistar,N,0,none
460,808143467083862016,que dichoso ya casi terminar yo apenar ir por el jaja,NEU,0,none
461,808210014494228480,solis estar en lo mismo luchar,NONE,0,none
462,808194490435571712,lo delicia mi mamá casi no me dejar meter a lo gato pero les encantar dormir aquí cuando poder,NEU,0,none
463,808189213392982016,por decir solo me volver a ver y seguir dormir pero me dar lástima,N,0,none
464,808156606739443712,yo me querer graduar con lo camisa rosado,NONE,0,none
465,808341965188333568,y si comer crepas con uno beber de café o uno smoothie hoy haber feriar navideño y nuestro esparcir se poner de,P,0,none
466,808435688756678656,no haber vestir el nuevo episodio de ted,NONE,0,none
467,808342410543726594,bueno día ya le seguir,P,0,none
468,808357021909192705,el normal ser aburrir,NEU,0,none
469,808444195266510848,fav si creer que me gustar lo pene comer no ser famoso y nadie le ir a dar fav pues tendre lo consciencia limpio,NONE,0,none
470,807740854882406400,hoy me decir contar que mi crush ya tener novio y ser mucho menor que yo,N,0,none
471,807697679052587008,odiar que me cambiar mi plan por comodidad de lo demás,N,0,none
472,807779949998391296,reglar de lo segundo,NONE,0,none
473,807798427421704192,dia estar bonito comentario,P,0,none
474,803418254819651584,men no no elegir mas de porque perder porque a nosotros el unico que no importar ser divertirnos viendote jugar,N,0,none
475,803289620268072960,ya estar estresada de esperar resultar,N,0,none
476,803296800555798528,no hemo ir a lo cabra loco,NONE,0,none
477,802300439341465601,me lleno demasiar ver tanto gente con lo intención de ayudar y moviéndose que lindar todo,P,0,none
478,802519704288067584,mi mamá sólo decirme que estar gordo,N,0,none
479,796387096823033857,sobrar asi que ahora tener uno posible nuevo carrera armamentista in the making,NEU,0,none
480,796433687927783434,sopar negro opción plato fuerte en lo soda dios saber comer reconfortante después de los noticiar agobiante,P,0,none
481,796328841052618752,demasiar decepción con lo humanidad,N,0,none
482,796537219859226631,yo te salir de ese yo ser por luchar y que me flotar en el work lindaperopobra,N,0,none
483,796715835888988160,cuando yo ver al pipi aquí en lo conferenciar de prensar casi llorar comer ese niño pero solo estar ahí temblar,NONE,0,none
484,796518460763291648,jalar traidor vender a lo coronar españolar,N,0,none
485,796517504583614465,no podés tener el mejor de lo do mundo,N,0,none
486,796846796245004292,a lo gente bueno le pasar coser bueno al restar a vez también no pasar coser bueno,P,0,none
487,796855421424324613,nunca me haber ganar nadar con y que chulo ser probar lo nuevo pizza este tardar siberiano estar comer parir lo crown pizza,P,0,none
488,796861636732747777,desde el jueves pasar estar esperar el entrenar,NONE,0,none
489,796852759572217860,jaja trump en lo primero mesar se ir a traer abajar el tlc no ir a ir todo a lo mierda,N,0,none
490,796869639691190272,no estar muerte andar de parranda dejeme,P,0,none
491,796878053557370880,uff uno coser delicioso jajaja que desorden meter los pato ser feliz exito,P,0,none
492,796781652454338560,comer cuando ser muy chingar y me traer almorzar al trabajar gracia,P,0,none
493,796788190279598080,el otro muchacho que ser nieto del señor de los galletitas siempre tener uno dulce navidad,NONE,0,none
494,796809889171603456,otro vez querer desnaturalizar el temer bienestaranimal dejar en el texto de iniciativo popular sólo a perro y gato,N,0,none
495,796827048899710977,y su canción se non te video publicar el nov del y aquí te el compartir,NONE,0,none
496,796749746815827968,me sentir tan cansar y saber que salir hasta los,N,0,none
497,796767254872489984,estar todo estresada parir el examen de mañana comer que si el ser a perder jaja pero ya pasar el cursar y todo,NEU,0,none
498,797094392725204993,me acabar de confundir con uno estudiante universitario ser el mejor bueno día de todo,P,0,none
499,797176679848407040,ocupar el viernes negro parir ver si me comprar uno tele el miar se dañar,NEU,0,none
500,797115537910333441,mi primo se ser parir cancún hoy adivinar quien no ser por ser lo unica,N,0,none
501,797149716794540036,haber pasar todo lo mañana meter en google maps ver costa rico pero no haber street view,N,0,none
502,797224842567315456,me encontrar uno tarjeta pegar en el cajero y llamar al banco parir reportarlo lo dueño poder estar tranquilo whatgoesaroundcomesaround,NONE,0,none
503,796938829919817728,llamar tener que probarlo estar decepcionar ahora el fresco leche saber a puro sirope,N,0,none
504,796938734851751936,el problema que ya no haber 21 en grande ni tampoco lo punto hut ser do malo noticiar,N,0,none
505,796556024299814912,lon tener paz bonito que en este vida todo costar,NEU,0,none
506,796612199930281984,necesitar uno gato en mi vida asir comer ya tener que convencer a mi papá,P,0,none
507,796035204188139520,ese juan llegar ir a estar divertir mucho gustar catar,P,0,none
508,795843045493211137,parir navidad ir a pedir que me subir el condenar,P,0,none
509,796197595018358784,yo deber estar dormir y no bajar este largar atacar de ansiedad de bajo intensidad,N,0,none
510,796199821061328896,qué triste ver que el odiar por uno mujer estar por encimar de lo razón,N,0,none
511,795862004519104513,ya se no querer salirme de los aguar termal mañana ir a monteverde a ver que tal,P,0,none
512,795848586269523969,que venir ñoño y fijar ser parir mayor ya llorar,N,0,none
513,795852476205465600,tener que aprender a no prestar mi coser porque al parecer a todo se les hacer muy divertir nunca devolverlas,N,0,none
514,796254025033322496,que decir que me valer todo el que todo el mundo decir,P,0,none
515,796240698702000128,ahora tener que dormir lleno de repelente,NONE,0,none
516,796303545674899456,no ser ni qué leer parir tratar de entender el que ir a pasar todo mi fuente usual fallar,N,0,none
517,796289138936844289,el turrialba me odiar en definitivo ser el 1000 atacar de asma en el semestre,N,0,none
518,796192470895890435,ay no me decir ese todo ser posible aun,P,0,none
519,796260285220843521,y que el mae no ser tan desastroso comer aparentar durante lo campaña hope i all we have left,N,0,none
520,796246237272010753,jaja y ya ni ese porque fijar no no dejar entrar jajaja,N,0,none
521,795163385184866304,elanna jajaja yo pensar que haber captar lo indirecto pero si estar vacilar el avatar,NEU,0,none
522,794571617166704640,ya tener ganador felicidad no hablar por mensaje gracia a todo por participar,P,0,none
523,794634461392596992,pc posar poder izquierdo unir distanciar jeje,NONE,0,none
524,794776643277586433,hoy tener uno día muy lindar me alinear mucho amigo y el jueves unir que amar mucho,P,0,none
525,794724597220446210,pues sí ser el que se sentir pero piénselo comer el último esforzar que ya ahorita llegar los vacación,P,0,none
526,794569372912103424,cr puro vida ya llamar pero ser comer no haber llamar,N,0,none
527,794715441486766084,este día me haber soñar con el accidentar varios vez increíble el trauma que generar este coser,N,0,none
528,794714666928930817,me sentir tan feliz este semana cerrar bien,P,0,none
529,794812839999533060,cuando cuando estar taani cansar que no podar dormir,N,0,none
530,794750067928399872,díganle a hellen que lo extrañar odiar estar solo,N,0,none
531,794754276660748288,tan sólo ser uno mal día no uno malo vida,N,0,none
532,794768124646191108,no poder entrar a mi servidor y site no responder,N,0,none
533,794462535084740608,garcia pues ser uno bueno momento parir hacerlo,P,0,none
534,797640962952622080,cr carita que ya no cantar igual,N,0,none
535,797532460884037632,hoy tener lo sección de su propio voz y ser por partir del grupo qué no contar descubrir en,NONE,0,none
536,797619946146689024,alguno película tanis que este en netflix que me querer recomendar gentequenocoge,NONE,0,none
537,797504019329585153,lo vida ser demasiar corto parir seguir los reglar,NEU,0,none
538,797536079817703424,ayer descubrir que no ser amargar en realidad ser preocupar,NONE,0,none
539,797515887100182528,acabar de tener uno ideo formidable que involucrar a y por ese le mandar uno correar,P,0,none
540,797675073649905665,decirle a uno mae perro ser uno ofensa parir lo pobre animalitos,N,0,none
541,797507093490266112,aw tae el que dar por poder abrazarte,P,0,none
542,797271394862120962,el sentir mucho pero si facebook el decir ser cierto sentir pésame,N,0,none
543,806926936706519040,ser lamentable uno temer tan sensible jamás con ese enfocar,N,0,none
544,807016182679097344,ese lagartija tener que haber estar muy enamorar de mi perrito cantar llamándolo a lo mismo hora a diario y él hacer mucho se ser,P,0,none
545,806516119058186240,que durar iniciar el día con noticiar triste,N,0,none
546,807004656069132289,o mejor que me decir ir a comer uno helar y ya ocupar salir,NEU,0,none
547,807009011824467968,ser muy durar parir uno niño versar forzar a ser partir de ese proceso,N,0,none
548,806955308408934400,montero por qué tenés día actividad y mucho película disponible parir asistir,P,0,none
549,806970411242160128,por suponer que no le importar a nadie ser hombre eurodescendiente heterosexual y católico cc,N,0,none
550,806977846950428672,decir que llorar ser uno locura que opinar si decir sí entonces a cantar,P,0,none
551,806979207674916865,yo ir de fijar ahora llamar a reservar,NONE,0,none
552,806980868841607168,hola me complacer con paraolvidarte de por faa saludo desde liberia,NEU,0,none
556,806945783031406592,ni tamal pierna fresquito quique nadar,N,0,none
557,806923376728150018,y en el café sonar ser in y hasta lo que estar sentar no tener,P,0,none
558,806906404112134146,malparir maldito malnacido ya haber carta de lillie en full artículo y todo y de sereno nadar,N,0,none
559,806991938553606147,yo querer que me dar lo bar asir,NONE,0,none
560,809446607196454912,jajaja que bueno verla anoche que pase uno excelente día,P,0,none
561,809487952506224640,él se haber ganar uno lugar especial en mi corazón,P,0,none
562,809432817696378880,página perdido ya no tomar cocar,NONE,0,none
563,809507631538860034,querer que en seriar me pagar parir poder irme a rayar lo otro semana,NEU,0,none
564,809374283306827777,xenia de mi vida tener todo lo intención pero se me hacer imposible al final del día,NONE,0,none
565,809390134403747840,amanecer llenar de lo comilón anoche en el bnopenhouse pero siempre haber campar parir más a desayunar,P,0,none
566,809367478300250112,bueno día con o sin gripe hoy se disfrutar el día,P,0,none
567,809561788824059906,nomás cuál tercero yo ir a mucho actividad de en el año ya ir más de tres,NONE,0,none
568,809528195104067585,necesitar uno tacón negro a los ya,NONE,0,none
569,808713660000600064,y unir se poner triste cuando no quedar papar en lo bolsa,N,0,none
570,808498787182317569,comer querer ayudar pero no poder ser menor y no tener tarjeta y mucho menos dinero si tener le dar todo,N,0,none
571,808530298799587329,hoy llegar minuto tardar a clase ser literalmente solo minuto durar 2hrs35min llegar a lo u,N,0,none
572,808523752887767040,lo segundar temporada de fuller house me durar día,NONE,0,none
573,808768326063321088,este ser lo do último show que bailar con mi minar boys,NONE,0,none
574,808738451067731968,cr ah no ser en el auditorio nacional hasta el próximo año en marzo jaja,NONE,0,none
575,808708745194799104,sí también haber leer quejar en twitter sobrar lo interacción social en lo bus,NONE,0,none
576,808706648206352384,estar dormir tan rico jaja que cólera que me dar cuando me despertar,N,0,none
577,808669749022519300,avila hmm no ser aun los sentir pegar en el cielo de lo boca,NEU,0,none
578,808697535938314240,yo igual no trabajar el,NONE,0,none
579,809127790981369860,no salir no poder manejar migraña,N,0,none
580,809846303534514177,necesitar ir a mi hogar y dormir con mi do hijo peludo y saber y su gripe,N,0,none
581,809828470075301893,porqué terminar contratar ya ví seguro se ser solito,NONE,0,none
582,809950354611826688,me hacer sentir tan bien al ver a mi ex y no sentir absolutamente nadar por el,P,0,none
583,809927403615256576,en definitivo me quedar sin campar parir ir a tacón ya que me haber mentalizar y ya hasta querer ir percebe,N,0,none
584,809918358955184128,ysi lo mejor seriar en todo el mundo,P,0,none
585,809917034750509056,ser que en seriar alguien poder dormir tanto,N,0,none
586,810701756791484416,y qué no ser lo primero vez,NONE,0,none
587,810700953620021248,yo ser igual jajaja tratar de evitarlo pero no el lograr,NEU,0,none
588,798320488619577344,que bueno vibrar me transmitir,P,0,none
589,798206253541584896,adquirir ser parir uno sitiar que abarcar país y hasta el momento me haber parecer uno excelente herramienta,P,0,none
590,798356108473696256,uno país tan afectar comer haití necesitar del mundo enterar,NONE,0,none
591,798329898746015745,y ser adorable pero dia ya no haber nadar que hacer,NEU,0,none
592,798261817260863488,ser solo digital entonces perfecto de verdad muchísimas gracia uno abrazar desde costa rico puro vida,P,0,none
593,798306527882919936,acabar de llamar y si tener muchísimas gracia,NONE,0,none
594,798304922399895553,cuando hacer desordenar con el horario de lo comer me agarrar uno dolor de cabeza permanente,N,0,none
595,798366463639900160,nunca dejar el snapchat abrir en el celular de lo mamá creer hoy dormir en lo callar,N,0,none
596,798386889392799744,creer que tener uno contratar en lo hombro asir o más hacer picha,N,0,none
597,798384095730409472,superfluo expectativa vs realidad gracia a a a a a a a cc puravida costarica …,NEU,0,none
598,798239489734807552,dj ser de cr estudiante de periodismo me encantar el ámbito deportivo lo admirar y soñar con conocerlos porfa fdjpuravida,P,0,none
599,801509591121068037,si lo u cerrar todo entonces yo estar librar hasta el lunes,NONE,0,none
600,801513687848779777,que bonito lo lluvia regresar cuando me tocar ir por mi hermanita al kinder,N,0,none
601,801531504325263362,alguien tener alguno contactar que hacer quedar navideño,NONE,0,none
602,801250704786681856,vosotros saber que mi vida se basar en ver,NEU,0,none
603,801189905112174592,se lesionar balar antes del clásico,N,0,none
604,801504187314016256,que todo les salir muy bonito,P,0,none
605,801501985417662464,sin morar kronos balar y poder que aun sin casero parir el clásico,NONE,0,none
606,800547473341218816,rajar y mientras llegar acá,N,0,none
607,800541436819148800,ser muy malo ser me dar penar y todo,N,0,none
608,800548175346073604,mae ese si ser cierto ahora nadie lo mayoría buscar tener algo seriar,N,0,none
609,800576201244995584,1146 y tener hambre mejor me acostar ya por que lo panadería estar cerrar,N,0,none
610,800578955485081600,antes ser más seguir saliamos por batir de maracuyá,NONE,0,none
611,800373386610360321,el ser sin ninguno respetar al dolor ajeno,N,0,none
612,800449161032241152,padilla ser tan tan guapo que sentir feo cuando me decir contar,N,0,none
613,800498900578738180,yo si que odiar recibir noticiar asir,N,0,none
614,800475290464043009,ay lo canción de 3 cielo,NONE,0,none
615,800380922491269120,jajaja ya en seriar me haz falto,N,0,none
616,800388250942709760,dev abby muy durar lo verdad,N,0,none
617,801084134525456384,otro decepción me estar hacer lo víctima dramático obviar,N,0,none
618,801130179879899136,éxito y bueno vibrar en el recital,P,0,none
619,801134263806623744,que pescadito lo gente afectar por los inundación,N,0,none
620,801122512776073216,tener comer hora de estar marear y con ganar de vomitar ya este bueno verdad,N,0,none
621,801073708337156096,exacto qué colega me dar ese,N,0,none
622,801070468677648384,mi mamá me decir que no ir al colar en seriar que lo amar pero tener que ir,P,0,none
623,800366436904562688,no mamar el triste gabriel padilla y por el corazon el miedo que me dar ese coser,N,0,none
624,800476895167057924,lamentable el de padilla uno sentir pásame parir su hijo que se quedar sin papá,N,0,none
625,800835505717972992,oír en mcdonalds el mejor mannequin challenge que haber vestir hasta ahora ser el que haber venir hacer este gobernar desde hacer do año,N,0,none
626,800768688270020608,maldito lluvia me matar mi negociar asir nadie querer bañar ni sacar a lo perro,N,0,none
627,800773852783644672,ver que sí lo depresión tropical se convertir en huracán se llamar otto que comenzar el memefest,N,0,none
628,800765569880522752,hola en este momento no el tener pero comer siempre quedo encargar parir el próximo pedir,NONE,0,none
629,800719427125833728,el tren cada medio hora ser uno mito urbano no haber pasar el de los,NONE,0,none
630,800336465284710400,lamentable informar que morir gabriel padilla ripgladiador,N,0,none
631,801859882982981632,yo sí el sentir y me llevar puto,N,0,none
632,801860797131554820,hola ser sole el sismógrafo humanar,NONE,0,none
633,801888490036174848,que bueno claro que si envíame tu dirección de correar por decímetro,NONE,0,none
634,801890405939867649,hola me decir que estar bien fuerte aguacero y mucho viento pero todo bajar control gracia por preguntar,P,0,none
635,801764168747597824,paso igual y no nosdejaron irnos a lo casar,N,0,none
636,801845807309848576,excelente estar muy atento a tu comentario,P,0,none
637,801870717969174529,alejandro no estar en lo zona rojo,NONE,0,none
638,801863340414955521,jurar que el próximo cuatro buscar apartar con alguien no poder con este de estar solo,N,0,none
639,801843115824975872,qué bien sonar uno nórdico hablar en argentar,P,0,none
640,801862522840158210,en heredar ese temblor se sentir levar pero horrible,N,0,none
641,800832934756360193,querer uno baldosar y uno granizar,NONE,0,none
642,800900381123420160,uri por cobarde se ser en lo colar moisesylos10mandamientos,N,0,none
643,800897542041047040,shi pero comer el año pasar no jajaja ah creer que no ser,NONE,0,none
644,800875352838926336,otro terremoto y otro alertar de tsunami parir japón,N,0,none
645,800869473246793728,desde hoy en lo puro mañana no ver a mi papá,N,0,none
646,800868885742268416,jaja ser el menos que hacer por decir pero si pasar pegar a fbi,NONE,0,none
647,800908849813344256,exigir uno besar comer el de carl y enid que lindar atf ted,P,0,none
648,800885510575104001,lo anuncio de tv de posgrado de mi alma mater ser tan malo,N,0,none
649,800884833509658624,bueno ideo ano pero ellos saber que yo ni uno pancake poder hacer bien,NEU,0,none
650,800909913715310592,comer decir ud algo similar entonces,NONE,0,none
651,800513366355652608,bueno por decir ya estar en acerar no estar en lo callar haha,P,0,none
652,800443454547521544,que se hacer cuando mi mamá tener facebook y no me dar pelota por estar meter en el celular,N,0,none
653,800831223610441732,tómese de algo de uno vez y listar,NONE,0,none
654,800830813650743296,yo andar en los mismo pero no tanto dolor sino inflamación y parecer embarazar qué horror,N,0,none
655,802264821165096960,en enero lo ropa estar más barato por si no saber,NONE,0,none
656,802158982353788929,que triste todo este cerrar de año parir mi de lindo,N,0,none
657,802232548504010752,si obviar ese ser el importante gracia por preguntar,P,0,none
658,802227237000978432,en mi poblar andar uno patrullar de recolectar alimento no perecedero en mi casar ya donar costaricaunida,P,0,none
659,801607174636077056,yo estar super ansioso el asunto me dar lo tranquilidad de estar con mi papá nadar más,N,0,none
660,801628658427424768,no ver este igual no poder hacer mucho,N,0,none
661,801577371476299776,invitadísimo a hacer los coser diferente haber que involucrarse y dar espacio a lo mejor gente,NONE,0,none
662,801576904981626883,mililitro amigo sii y lo pobre extremo seguir,NONE,0,none
663,801654234248806400,yo ya estar con gripe y ni me haber mojar,NONE,0,none
664,801653978991886336,me dejar congelar por algo ser el amar de lo rating,P,0,none
665,801638200334811137,amén en seriar haber q hacerlo,NONE,0,none
666,801648039345745920,mi anteojo estar demasiar flojo y ese que tener mesar de comprar,N,0,none
667,801647312036646912,yo solo estar pensar en proteger a mi gato y a lo perrito,NONE,0,none
668,801646462547456001,segundar cuartar y golden ya llevar punto,P,0,none
669,801651061928972288,lo vida conspirar en contra de unir que injusto jaja,N,0,none
670,801682432231702529,en curridabat muy calmar ni uno gota de aguar y hasta calentar estar 20 nomegusta,N,0,none
671,801916320329715712,hidalgo el hacer a diario hoy ser más palpable por lo emergencia a,NONE,0,none
672,801958572213108737,ok ver el lado positivo tener uno motivar parir hacerle drama el restar de si vida,P,0,none
673,801978181167288320,matar lo voz pepsi que deber tener que decir gaby ya el lunes regresar con todo lo pato,P,0,none
674,802021065950195712,este ir a ser lo noche más largo parir mucho,N,0,none
675,802002493328785409,repollar ud últimamente comer que muy amargar,N,0,none
676,802071121084514304,no parir ese hora ser devastador el efecto de otto en mi país en realidad,N,0,none
677,802031513302867968,gloria en seriar ser muy probable qué triste,N,0,none
678,811697149637488641,hoy poder ser el penúltimo capítulo de ragnar lothbrok,NONE,0,none
679,811617569295699968,se me romper el pantalón horizontalmente por el muslo hasta debajo de lo nalga ya estar a lo moda,N,0,none
680,811628327609966593,me unir a lo triste historia de no vaco,N,0,none
681,811614576861216768,que chivo pasar debajo del puente de lo latino siempre haber querer ser en seriar,P,0,none
682,811657609887543296,el poblar más bonito de españa enhorabuena sólo rioja sólo bueno,P,0,none
683,811638449077948416,ahh no ese fijar pero en este casar en especificar hablar solamente de vestimenta,NEU,0,none
684,811644803838607360,estar solita en lo oficina poner mi vídeo de coser paranormal sin audífono,NONE,0,none
685,811666031643074560,sólo vestir feo el demás todo ok,NEU,0,none
686,811193408878481408,ayer iniciar con mi proyectar de hacerme mi propio huerta,NONE,0,none
687,810824587361525760,que decir que haber trabajar y salud y vacación también,P,0,none
688,810694264946618368,ja ja pero estar precioso el condenar,P,0,none
689,810670660867526656,juego de pólvora y mi perrito asustar,N,0,none
690,810870164233261056,stargazer tanto librar chivo que haber y bueno punto comer entonces,P,0,none
691,810351346788528128,a lo hijueputa tela se me salir yo querer volver a quedar acostar,N,0,none
692,810322496079757312,estar asir de no salir hoy,N,0,none
693,810326683169521664,ir a pasar año nuevo a lo playa no bueno,NONE,0,none
694,810213900192989184,extrañar todo de belén ser tan chivo,NEU,0,none
695,811407432421404673,y no ir encontrar a uno ex en el hotel,NONE,0,none
696,811453924830023681,mi hermanar y yo convertir el comedor principal en uno café internet,NONE,0,none
697,811955602046013440,me acordar de lo clínico nora el peri los casar en lote llorar dañar,NONE,0,none
698,811819332581859328,todavía no me haber comer uno maldito tamal,N,0,none
699,811782203738910720,yo personalmente el bloquearla inmediatamente pero al final yo no ser uno belleza so,NEU,0,none
700,811803758560768001,hoy tener mi primero premier y ser uno éxito,P,0,none
701,811786773537968128,nombre yo llegar hasta los sábado a los am mejor jajaja,NONE,0,none
702,811783431558295552,siempre ser bueno lo opinión de uno playa,P,0,none
703,809178498103439362,ser el ser más distraer del mundo,N,0,none
704,809274124820512768,ojalar que te de uno bloquear mas grande que el de mi el,N,0,none
705,809382645754957825,todo mi familia ir a estar dormir en mi graduación,N,0,none
706,809223061157400576,esperar que mi jefe me de mañana librar,P,0,none
707,809286148916920320,arroyar jajaja yo nunca spoiler ese el odiar pero le recomer no meterse a te mañana,P,0,none
708,809267386717274112,yo defender uno poquito el ya no,N,0,none
709,809259678505046018,este ser el más triste pero esperar que el sí,N,0,none
710,811041345288732672,con los rayar más grueso me gustar puma saber el que hacer,P,0,none
711,811080053866057728,bueno igual lo ver porque el protagonista ser muy guapo,P,0,none
712,811086379199397889,parir mi mamá todo lo ropa que escoger ser feo hasta que me lo ver poner,NEU,0,none
713,810948277957001216,llevar tiempo de no estar tan quemar,N,0,none
714,811095261829271560,pero igual ser feo horrible espantoso,N,0,none
715,809599585001816064,rajar que si el ir a extrañar uno poquito,N,0,none
716,809428087935004672,bueno día ivrecagu mucho gracia por su comentario ser uno gustar servirle,P,0,none
717,808888543338778624,ser lo mejor compañía parir marce y quitar bueno y yo,P,0,none
718,808896048680861696,yo estar igual hoy pecar feo,N,0,none
719,808473316520562688,feliz terminar cuatro ser uno éxito ahora soñar con algo grande,P,0,none
720,808489751816929280,que raro el miar si ser real,NEU,0,none
721,808491123559845889,mi lunes no volver a ser igualar cadena,NONE,0,none
722,810599314213011456,perez ah bueno gracia por estar tan pendiente de nosotros,P,0,none
723,810540437819760642,ayer me dar uno botella y le pegar uno tragar pensar que ser yin o fresco gracia mariner,N,0,none
