tweetid,content,polarity,augmented,from_lang
802528311226208256,me gusta dar los buenos días buenos días,P,0,none
802742656841314305,yo la dejé como años y ahora volví el día que termine del todo empezaré un largo duelo,NONE,0,none
802739333828636672,me alegro milord feliz regreso a su casa en el averno,P,0,none
803224335775367168,lunes con l de lindo gracias dios por el trabajo,P,0,none
803244397705969665,igual estaba en exámenes finales y estuve muy inactivo espero volver a la normalidad de ahora en adelante,NEU,0,none
803061996828692480,perdón por ser la peor prometo darle mucho amor comprensión y ternura apenas termine el semestre,P,0,none
803214630113988608,hoy hice todo de una manera olímpica pero algo se me tenía que olvidar ah sí la sombrilla,NONE,0,none
803219303818559488,arca sí era justo y necesario lo hice y me siento mejor,P,0,none
803219187850088449,pues de hecho sí me funcionó me siento más tranquila después de eso,P,0,none
803207109051564033,buenos días un éxito su martinica yo me suma y sé que van a llevar mucha alegría a personas que están sufriendo,P,0,none
803101972517638144,me ha pasado lo peor es cuando sin decirle nada a uno lo agregan de nuevo jajaja,N,0,none
803109708378738688,preferiría discutir con un umpalumpa que con un a cristiano a conservador a de derecha,N,0,none
802591645979930624,chao con ud en serio no te puedo,N,0,none
802654547151884289,muchas gracias por tus palabras un fuerte abrazo para vos,NONE,0,none
802656976664727552,cansado es poco pero saber que hoy se ayudó en algo me hace feliz,P,0,none
802298017617326080,me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da t a tus cosas,P,0,none
802610197306802176,en eso estamos claros pero yo tengo fe en que los tipos somos solidarios cuando mas se necesita,P,0,none
802617732747366401,mi mejor amigo me llamo que ya venía llegando a mi casa tengo minutos esperándolo,N,0,none
802362941953736708,aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer otro día en que la ginebra empezó a fluir temprano,NONE,0,none
802369892620111872,vieras dolor jure nunca más volver a ese lugar queda en paz para los interesados,N,0,none
802374903299239936,si o sea el el no me interesa tanto pero las cosas que tenía ahí eran irremplazable gracias por escribir,NEU,0,none
802339920023027712,semana necesita casas cuna apúrense no hay suficiente presupuesto para todos los animalito afectados,NONE,0,none
802352213330784256,horas de que se fue del pais y ya la extraño,N,0,none
803070151935619073,que buena fiesta se pegaba uno,P,0,none
802971994950160389,hasta ahora me entero de que existe la carrera de investigador de animación japonesa he desperdiciado mi vida,N,0,none
802721540076761090,hoy hice el gol de mi vida perdimos pero hice el gol de mi vida,P,0,none
802423538367930368,le envié una foto a ignacio y me dijo que picha más fea,N,0,none
803970852199034885,eye pinto no sabia que eran pareja,NONE,0,none
803787178321084416,la lluvia definitivo no me tiene piedad cuando ando en bus,N,0,none
803786450852605952,un masculino adulto que es fanático obsesivo de my little pony,NONE,0,none
804122640411742208,a mí me gustan de hecho,P,0,none
804010711810801664,ojalá pudiera darte el abrazo en vivo o al menos acompañarte hoy siento mucho lo de tu primo,NONE,0,none
804048178492407808,hoy habrá nuevo campeón que pase lo que sea que sea campeón o que pierda carlsenkarjakin,P,0,none
804050118412562432,pero en realidad soy mucho menos amargada maldita y juega de viva de lo que parece lo prometo,P,0,none
803994481938853889,leí el post equivocado aparentemente me salieron los diseñadores snobs en mi feed,N,0,none
804064900469366789,me voy a morir quiero verlo en vivo y tigo no tiene cbs,N,0,none
804139696595107840,pues que dicen que hubo temblor y yo ni me di cuenta porque pasamos ensayando típico,NONE,0,none
799987480518922243,excelente que grande que está,P,0,none
801271513542496256,quiero demasiado el balde de pollo cebolla y papas fritas de la parecía alguien lléveme,NEU,0,none
801223329625542656,mispropositospara2017son buscar un mejor amigo necesito a alguien nadie,N,0,none
801279880247713792,que enfermería tenemos gareth bale se podría perder el clásico,N,0,none
801291354978582528,a mí jajaja y verme aquí con los ojos pelados,NEU,0,none
801304592902483969,abrazos para ti desde aquí vino ahí estaré y mismísima para grabar la entrevista,NONE,0,none
800926948025319424,genial iniciativa que nos puede ayudar,P,0,none
800209365831532544,estoy harta del semestre yo sábado por la noche resolviendo integrales para encontrar áreas,N,0,none
806502753707159560,el amigo secreto de hoy trajo un delicioso arroz con leche,P,0,none
806353036708900865,el primer capítulo de la primera temporada de black mirror es bien pinche triste wey,NEU,0,none
806657359716249601,no da igual yo soy funcionaria pública y no todos pensamos así,NEU,0,none
806341840551157761,me siento tan sola por las noches que duermo con paris en la cama de mi hermano,N,0,none
806343202315898882,ojalá sigan juntos mucho tiempo,P,0,none
806364751106342912,pero pensé que luego de jugar juntos todo iba a cambiar,N,0,none
807324978693763072,ojala tuviera netflix como en los viejos tiempos,N,0,none
807381460827205633,y para que me tienes a mi son momentos y nos montamos un canal repichudo,P,0,none
807425510435356672,puedo soñar ridícula pero si lloré porque se fue,N,0,none
806330716367765504,carepichas esas solo piensan en ellas,N,0,none
808043758235303936,es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,N,0,none
808067430014656512,mandarle un maldito a jonathan duarte que esta en el hospital pasandola mal con una operacion y solo ver tu videos,NONE,0,none
808012377312600064,cr uff hay una discusión enorme sobre esto la clínica mayo dejó de hacerlas por años por los resultados,NONE,0,none
807254954226384896,porque si estaba bien me tiene que dar calentura de nuevo,N,0,none
807537268235833344,lo peor fue que nos encontramos en un bar y no le pude hablar x mi timidez,N,0,none
806696427883790336,a mediodía la próxima no lo dude aunque me vea serio yo soy un carajo buena nota,P,0,none
806755531591294977,ya mi relación no es lo igual con davi ella me pierde,N,0,none
806723955973189637,primera vez que david cena en mi casa y quiebra un vaso,N,0,none
806712993098727428,rivera la del mio peor tengo que andar con dos telefono para poder revisar te fbi e ig,N,0,none
806903754083672064,descubrir qué somos está picado diría el patán,N,0,none
806726824608702464,les juro que lo stalker y mi instinto asesino se activa,N,0,none
806687497619206144,también tenemos tradición costarricense por supuesto caseta de leche con almendras la más rica de todas,P,0,none
806694328718553088,lo bueno de verano es que en el grupo hay varios compites,P,0,none
806850707219484672,las tenis blancas no se usan todos los días,N,0,none
807261162358394882,a mí en serio esas cosas de ganar no se me dan,N,0,none
807242670267596800,soy la mejor amiga secreta de la vida quiero el regalo que voy a dar,P,0,none
807117733531963392,hoy será un día muy largo y mi último día siendo un pilluelo de años,N,0,none
807090883766157313,me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado nos,N,0,none
807042574158598144,esperando que sea un buen jueves por la noche,P,0,none
807042479505764353,y si me corrigen es como tráigame tierra y llévame directo al infierno,N,0,none
808163207013695488,fijo si me gusta hago lo que hice con el episodio vii fui al cine veces,P,0,none
808139453021777920,me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,NEU,0,none
808136758105899008,podría pasar un día entero viendo sólo detengas,P,0,none
808101774196428801,si se desespera nos lleva puta,N,0,none
808122577818439688,que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara chateando sola en media pista,N,0,none
808143467083862016,que dichoso ya casi terminas yo apenas voy por el jaja,NEU,0,none
808210014494228480,solis estamos en la misma lucha,NONE,0,none
808194490435571712,la delicia mi mamá casi no me deja meter a los gatos pero les encanta dormir aquí cuando pueden,NEU,0,none
808189213392982016,por dicha solo me volvió a ver y siguió durmiendo pero me dio lástima,N,0,none
808156606739443712,yo me quería graduar con la camisa rosada,NONE,0,none
808341965188333568,y si comemos crepas con una bebida de café o un smoothie hoy habrá feria navideña y nuestra esparza se pone de,P,0,none
808435688756678656,no he visto el nuevo episodio de ted,NONE,0,none
808342410543726594,buen día ya le seguimos,P,0,none
808357021909192705,lo normal es aburrido,NEU,0,none
808444195266510848,fav si crees que me gustan los penes como no soy famoso y nadie le va a dar fav pues tendre la consciencia limpia,NONE,0,none
807740854882406400,hoy me di cuenta que mi crush ya tiene novia y es mucho menor que yo,N,0,none
807697679052587008,odio que me cambien mis planes por comodidad de los demás,N,0,none
807779949998391296,regla de los segundos,NONE,0,none
807798427421704192,dia estuvo bonito comentarios,P,0,none
803418254819651584,men no nos eliges mas de porque pierdes porque a nosotros lo unico que nos importa es divertirnos viendote jugar,N,0,none
803289620268072960,ya estoy estresada de esperar resultados,N,0,none
803296800555798528,no hemos ido a la cabra loca,NONE,0,none
802300439341465601,me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,P,0,none
802519704288067584,mi mamá sólo decirme que estoy gorda,N,0,none
796387096823033857,sobre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU,0,none
796433687927783434,sopa negra opción plato fuerte en la soda dios sabe como reconfortante después de las noticias agobiante,P,0,none
796328841052618752,demasiada decepción con la humanidad,N,0,none
796537219859226631,yo te salgo de eso yo es por lucha y que me flotan en el work lindaperopobra,N,0,none
796715835888988160,cuando yo vi al pipi aquí en la conferencia de prensa casi lloro como ese niño pero solo estaba ahí temblando,NONE,0,none
796518460763291648,jale traidor vendido a la corona española,N,0,none
796517504583614465,no podés tener lo mejor de los dos mundos,N,0,none
796846796245004292,a la gente buena le pasan cosas buenas al resto a veces también nos pasan cosas buenas,P,0,none
796855421424324613,nunca me he ganado nada con y que chulo sería probar la nueva pizza esta tarde siberiana está como para la crown pizza,P,0,none
796861636732747777,desde el jueves pasado estoy esperando el entreno,NONE,0,none
796852759572217860,jaja trump en los primeros meses se va a traer abajo el tlc nos vamos a ir todos a la mierda,N,0,none
796869639691190272,no estaba muerte andaba de parranda dejeme,P,0,none
796878053557370880,uff una cosa deliciosa jajaja que desorden metí las patas ser feliz exito,P,0,none
796781652454338560,como cuando soy muy chingada y me traen almuerzo al trabajo gracias,P,0,none
796788190279598080,el otro muchacho que es nieto del señor de las galletitas siempre tuvo una dulce navidad,NONE,0,none
796809889171603456,otra vez quieren desnaturalizar el tema bienestaranimal dejando en el texto de iniciativa popular sólo a perros y gatos,N,0,none
796827048899710977,y su canción se non te video publicado el nov del y aquí te lo compartimos,NONE,0,none
796749746815827968,me siento tan cansada y saber que salgo hasta las,N,0,none
796767254872489984,estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja pero ya pasé el curso y todo,NEU,0,none
797094392725204993,me acaban de confundir con un estudiante universitario es el mejor buenos días de todos,P,0,none
797176679848407040,ocupo el viernes negro para ver si me compro un tele el mío se dañó,NEU,0,none
797115537910333441,mis primos se fueron para cancún hoy adivinen quien no fue por ser la unica,N,0,none
797149716794540036,he pasado toda la mañana metida en google maps viendo costa rica pero no hay street view,N,0,none
797224842567315456,me encontré una tarjeta pegada en el cajero y llamé al banco para reportarlo la dueña puede estar tranquila whatgoesaroundcomesaround,NONE,0,none
796938829919817728,llama tengo que probarlo estoy decepcionado ahora el fresco leche sabe a puro sirope,N,0,none
796938734851751936,el problema que ya no hay 21 en grandes ni tampoco los puntos hut son dos pésimas noticias,N,0,none
796556024299814912,lon tenga paz bonito que en esta vida todo cuesta,NEU,0,none
796612199930281984,necesito un gato en mi vida así como ya tengo que convencer a mis papás,P,0,none
796035204188139520,eso juan lleguen va a estar divertido mucho gusto cata,P,0,none
795843045493211137,para navidad voy a pedir que me suba el condenado,P,0,none
796197595018358784,yo debería estar dormida y no bajo este largo ataque de ansiedad de baja intensidad,N,0,none
796199821061328896,qué triste ver que el odio por una mujer esté por encima de la razón,N,0,none
795862004519104513,ya se no quería salirme de las aguas termales mañana voy a monteverde a ver que tal,P,0,none
795848586269523969,que viene nona y fijo es para mayores ya lloro,N,0,none
795852476205465600,tengo que aprender a no prestar mis cosas porque al parecer a todas se les hace muy divertido nunca devolverlas,N,0,none
796254025033322496,que dicha que me vale todo lo que todo el mundo diga,P,0,none
796240698702000128,ahora tengo que dormir llena de repelente,NONE,0,none
796303545674899456,no sé ni qué leer para tratar de entender lo que va a pasar todas mis fuentes usuales fallaron,N,0,none
796289138936844289,el turrialba me odia en definitiva es el milésima ataque de asma en el semestre,N,0,none
796192470895890435,ay no me diga eso todo es posible aún,P,0,none
796260285220843521,y que el mae no sea tan desastroso como aparente durante la campaña hope is all we have left,N,0,none
796246237272010753,jaja y ya ni eso porque fijo no nos dejan entrar jajaja,N,0,none
795163385184866304,elanna jajaja yo pensé que había captado la indirecta pero si está vacilo el avatar,NEU,0,none
794571617166704640,ya tenemos ganadora felicidades nos hablamos por mensaje gracias a todos por participar,P,0,none
794634461392596992,pc pose podemos izquierda unida distanciados jeje,NONE,0,none
794776643277586433,hoy tuve un día muy lindo me alinearon mucho amigos y el jueves uno que amo mucho,P,0,none
794724597220446210,pues sí sé lo que se siente pero piénselo como el último esfuerzo que ya ahorita llegan las vacaciones,P,0,none
794569372912103424,cr pura vida ya llamé pero fue como no haber llamado,N,0,none
794715441486766084,estos días me he soñado con el accidente varias veces increíble el trauma que generan estas cosas,N,0,none
794714666928930817,me siento tan feliz esta semana cerró bien,P,0,none
794812839999533060,cuando cuando estás taani cansado que no podes dormir,N,0,none
794750067928399872,díganle a hellen que la extraño odio estar sola,N,0,none
794754276660748288,tan sólo es un mal día no una mala vida,N,0,none
794768124646191108,no puedo entrar a mi servidor y site no responde,N,0,none
794462535084740608,garcia pues es un buen momento para hacerlo,P,0,none
797640962952622080,cr carita que ya no canto igual,N,0,none
797532460884037632,hoy tenemos la sección de su propia voz y es por parte del grupo qué nos contarán descubrí en,NONE,0,none
797619946146689024,alguna película tanis que este en netflix que me quieran recomendar gentequenocoge,NONE,0,none
797504019329585153,la vida es demasiado corta para seguir las reglas,NEU,0,none
797536079817703424,ayer descubrí que no soy amargada en realidad soy preocupada,NONE,0,none
797515887100182528,acabo de tener una idea formidable que involucra a y por eso le mandé un correo,P,0,none
797675073649905665,decirle a un mae perro es una ofensa para los pobres animalitos,N,0,none
797507093490266112,aw tae lo que daría por poder abrazarte,P,0,none
797271394862120962,lo siento mucho pero si facebook lo dice es cierto sentido pésame,N,0,none
806926936706519040,es lamentable un tema tan sensible jamás con ese enfoque,N,0,none
807016182679097344,esa lagartija tiene que haber estado muy enamorada de mi perrito canta llamándolo a la misma hora a diario y él hace mucho se fue,P,0,none
806516119058186240,que duro iniciar el día con noticias tristes,N,0,none
807004656069132289,o mejor que me digan vamos a comer un helado y ya ocupo salir,NEU,0,none
807009011824467968,es muy duro para un niño verse forzado a ser parte de esos procesos,N,0,none
806955308408934400,montero por qué tenés días actividades y muchas películas disponibles para asistir,P,0,none
806970411242160128,por supuesto que no le importo a nadie soy hombre eurodescendiente heterosexual y católico cc,N,0,none
806977846950428672,dice que llorar es una locura que opinas si decís sí entonces a cantar,P,0,none
806979207674916865,yo voy de fijo ahora llamo a reservar,NONE,0,none
806980868841607168,hola me complacería con paraolvidarte de por faa saludos desde liberia,NEU,0,none
806980451336409089,hola me complacería con paraolvidarte de por faa saludos desde liberia,NONE,0,none
806980303684300800,hola me complacería con paraolvidarte de por faa saludos desde liberia,NONE,0,none
806979961609392128,hola me complacería con paraolvidarte de por faa saludos desde liberia,NONE,0,none
806945783031406592,ni tamales pierna fresquito quique nada,N,0,none
806923376728150018,y en el café sonó son in y hasta los que estábamos sentados nos tenemos,P,0,none
806906404112134146,malparido malditos malnacidos ya hay carta de lillie en full art y todo y de serena nada,N,0,none
806991938553606147,yo quería que me dieran la bar así,NONE,0,none
809446607196454912,jajaja que bueno verla anoche que pases un excelente día,P,0,none
809487952506224640,él se ha ganado un lugar especial en mi corazón,P,0,none
809432817696378880,p perdida ya no tomo coca,NONE,0,none
809507631538860034,quiero que en serio me paguen para poder irme a rayar la otra semana,NEU,0,none
809374283306827777,xenia de mi vida tenía toda la intención pero se me hizo imposible al final del día,NONE,0,none
809390134403747840,amanece lleno de la comilona anoche en el bnopenhouse pero siempre hay campo para más a desayunar,P,0,none
809367478300250112,buenos días con o sin gripe hoy se disfruta el día,P,0,none
809561788824059906,nomás cuál tercera yo voy a muchas actividades de en el año ya van más de tres,NONE,0,none
809528195104067585,necesito unos tacones negros a las ya,NONE,0,none
808713660000600064,y uno se pone triste cuando no quedan papas en la bolsa,N,0,none
808498787182317569,como quisiera ayudar pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera le daría todo,N,0,none
808530298799587329,hoy llegué minutos tarde a clases fui literalmente solo minutos duré 2hrs35min llegando a la u,N,0,none
808523752887767040,la segunda temporada de fuller house me duró días,NONE,0,none
808768326063321088,estos serán los dos últimos shows que bailo con mis minas boys,NONE,0,none
808738451067731968,cr ah no es en el auditorio nacional hasta el próximo año en marzo jaja,NONE,0,none
808708745194799104,sí también he leído quejas en twitter sobre la interacción social en los buses,NONE,0,none
808706648206352384,estaba durmiendo tan rico jaja que cólera que me dio cuando me despertaron,N,0,none
808669749022519300,avila hmm no sé aún las siento pegadas en el cielo de la boca,NEU,0,none
808697535938314240,yo igual no trabajo el,NONE,0,none
809127790981369860,no salí no puedo manejar migraña,N,0,none
809846303534514177,necesito ir a mi hogar y dormir con mis dos hijos peludos y sabes y su gripe,N,0,none
809828470075301893,porqué terminaba contrato ya ví seguro se fue solito,NONE,0,none
809950354611826688,me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,P,0,none
809927403615256576,en definitiva me quedé sin campo para ir a tacones ya que me había mentalizado y ya hasta quería ir percebe,N,0,none
809918358955184128,ysi la mejor serie en todo el mundo,P,0,none
809917034750509056,será que en serio alguien puede dormir tanto,N,0,none
810701756791484416,y qué no será la primera vez,NONE,0,none
810700953620021248,yo soy igual jajaja trató de evitarlo pero no lo logro,NEU,0,none
798320488619577344,que buena vibra me transmite,P,0,none
798206253541584896,adquirí es para un sitio que abarcar países y hasta el momento me ha parecido una excelente herramienta,P,0,none
798356108473696256,un país tan afectado como haití necesita del mundo entero,NONE,0,none
798329898746015745,y son adorables pero dia ya no hay nada que hacer,NEU,0,none
798261817260863488,será solo digital entonces perfecto de verdad muchísimas gracias un abrazo desde costa rica pura vida,P,0,none
798306527882919936,acabo de llamar y si tienen muchísimas gracias,NONE,0,none
798304922399895553,cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N,0,none
798366463639900160,nunca dejen el snapchat abierto en el celular de la mamá creo hoy duermo en la calle,N,0,none
798386889392799744,creo que tengo una contratara en los hombros así o más hecha picha,N,0,none
798384095730409472,superflua expectativa vs realidad gracias a a a a a a a cc puravida costarica…,NEU,0,none
798239489734807552,dj soy de cr estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos porfa fdjpuravida,P,0,none
801509591121068037,si la u cerró todo entonces yo estoy libre hasta el lunes,NONE,0,none
801513687848779777,que bonito la lluvia regresa cuando me toca ir por mi hermanita al kinder,N,0,none
801531504325263362,alguien tiene algún contacto que haga quedes navideños,NONE,0,none
801250704786681856,ustedes saben que mi vida se basa en vistos,NEU,0,none
801189905112174592,se lesiona bale antes del clásico,N,0,none
801504187314016256,que todo les salga muy bonito,P,0,none
801501985417662464,sin morada kronos bale y puede que aún sin casero para el clásico,NONE,0,none
800547473341218816,rajado y mientras llega acá,N,0,none
800541436819148800,soy muy malo fui me da pena y todo,N,0,none
800548175346073604,mae eso si es cierto ahora nadie la mayoría busca tener algo serio,N,0,none
800576201244995584,1146 y tengo hambre mejor me acuesto ya por que la panadería está cerrada,N,0,none
800578955485081600,antes era más seguido saliamos por batidos de maracuyá,NONE,0,none
800373386610360321,lo es sin ningún respeto al dolor ajeno,N,0,none
800449161032241152,padilla era tan tan guapo que sentí feo cuando me di cuenta,N,0,none
800498900578738180,yo si que odio recibir noticias así,N,0,none
800475290464043009,ay la canción de tercer cielo,NONE,0,none
800380922491269120,jajaja ya en serio me haces falta,N,0,none
800388250942709760,dev abby muy duro la verdad,N,0,none
801084134525456384,otra decepción me estoy haciendo la víctima dramática obvio,N,0,none
801130179879899136,éxitos y buena vibra en el recital,P,0,none
801134263806623744,que pescadito la gente afectada por las inundaciones,N,0,none
801122512776073216,tengo como horas de estar mareado y con ganas de vomitar ya esta bueno verdad,N,0,none
801073708337156096,exacto qué colega me da eso,N,0,none
801070468677648384,mi mamá me dice que no vaya al colé en serio que la amo pero tengo que ir,P,0,none
800366436904562688,no mames lo triste gabriel padilla y por el corazon el miedo que me dan esas cosas,N,0,none
800476895167057924,lamentable lo de padilla un sentido pásame para sus hijas que se quedan sin papá,N,0,none
800835505717972992,oído en mcdonalds el mejor mannequin challenge que he visto hasta ahora es el que ha venido haciendo este gobierno desde hace dos años,N,0,none
800768688270020608,maldita lluvia me mata mi negocio así nadie quiere bañar ni sacar a los perros,N,0,none
800773852783644672,veo que sí la depresión tropical se convierte en huracán se llamará otto que comience el memefest,N,0,none
800765569880522752,hola en este momento no lo tenemos pero como siempre queda encargado para el próximo pedido,NONE,0,none
800719427125833728,el tren cada media hora es un mito urbano no ha pasado el de las,NONE,0,none
800336465284710400,lamentable informan que murió gabriel padilla ripgladiador,N,0,none
801859882982981632,yo sí lo sentí y me lleva puta,N,0,none
801860797131554820,hola soy sole el sismógrafo humano,NONE,0,none
801888490036174848,que bueno claro que si envíame tu dirección de correo por dm,NONE,0,none
801890405939867649,hola me dijo que estaba bien fuertes aguacero y mucho viento pero todo bajo control gracias por preguntar,P,0,none
801764168747597824,pasas igual y no nosdejaron irnos a la casa,N,0,none
801845807309848576,excelente estamos muy atentos a tus comentarios,P,0,none
801870717969174529,alejandro no estoy en la zona roja,NONE,0,none
801863340414955521,juro que el próximo cuatro busco aparta con alguien no puedo con esto de estar sola,N,0,none
801843115824975872,qué bien suena una nórdica hablando en argento,P,0,none
801862522840158210,en hereda ese temblor se sintió leve pero horrible,N,0,none
800832934756360193,quiero una baldosa y un granizado,NONE,0,none
800900381123420160,uri por cobarde se fue en la colada moisesylos10mandamientos,N,0,none
800897542041047040,shi pero como el año pasado no jajaja ah creo que no fuiste,NONE,0,none
800875352838926336,otro terremoto y otra alerta de tsunami para japón,N,0,none
800869473246793728,desde hoy en la pura mañana no veo a mi papá,N,0,none
800868885742268416,jaja es lo menos que hago por dicha pero si paso pegado a fbi,NONE,0,none
800908849813344256,exijo un beso como el de carl y enid que lindo atf ted,P,0,none
800885510575104001,los anuncios de tv de posgrado de mi alma mater son tan malos,N,0,none
800884833509658624,buena idea anos pero ellos saben que yo ni un pancake puedo hacer bien,NEU,0,none
800909913715310592,como dijo ud algo similar entonces,NONE,0,none
800513366355652608,bueno por dicha ya estoy en acero no estoy en la calle haha,P,0,none
800443454547521544,que se hace cuando mi mamá tiene facebook y no me da pelota por estar metida en el celular,N,0,none
800831223610441732,tómese de algo de una vez y listo,NONE,0,none
800830813650743296,yo ando en las mismas pero no tanto dolor sino inflamación y parezco embarazada qué horror,N,0,none
802264821165096960,en enero la ropa está más barata por si no sabían,NONE,0,none
802158982353788929,que triste todo este cierre de año para mi de linda,N,0,none
802232548504010752,si obvio eso es lo importante gracias por preguntar,P,0,none
802227237000978432,en mi pueblo anda una patrulla de recolectando alimentos no perecederos en mi casa ya donamos costaricaunida,P,0,none
801607174636077056,yo estoy super ansiosa el asunto me da la tranquilidad de estar con mis papás nada más,N,0,none
801628658427424768,no vi esto igual no podía hacer mucho,N,0,none
801577371476299776,invitadísimo a hacer las cosas diferente hay que involucrarse y dar espacios a la mejor gente,NONE,0,none
801576904981626883,ml amiga sii y la pobres extrema sigue,NONE,0,none
801654234248806400,yo ya estoy con gripe y ni me he mojado,NONE,0,none
801653978991886336,me dejo congelado por algo es el amo de los ratings,P,0,none
801638200334811137,amén en serio hay q hacerlo,NONE,0,none
801648039345745920,mis anteojos están demasiado flojos y eso que tienen meses de comprados,N,0,none
801647312036646912,yo solo estoy pensando en proteger a mis gatos y a la perrita,NONE,0,none
801646462547456001,segundo cuarto y golden ya lleva puntos,P,0,none
801651061928972288,la vida conspira en contra de uno que injusto jaja,N,0,none
801682432231702529,en curridabat muy calmado ni una gota de agua y hasta caliente está 20 nomegusta,N,0,none
801916320329715712,hidalgo lo hacen a diario hoy es más palpable por la emergencia a,NONE,0,none
801958572213108737,ok vea el lado positivo tiene un motivo para hacerle drama el resto de si vida,P,0,none
801978181167288320,matar la voz pepsi que debe tener que dicha gaby ya el lunes regresará con toda la pata,P,0,none
802021065950195712,esta va a ser la noche más larga para muchos,N,0,none
802002493328785409,repollo ud últimamente como que muy amargo,N,0,none
802071121084514304,no para esa hora es devastador el efecto de otto en mi país en realidad,N,0,none
802031513302867968,gloria en serio es muy probable qué triste,N,0,none
811697149637488641,hoy puede ser el penúltimo capítulo de ragnar lothbrok,NONE,0,none
811617569295699968,se me rompió el pantalón horizontalmente por el muslo hasta debajo de la nalga ya estoy a la moda,N,0,none
811628327609966593,me uno a la triste historia de no vacas,N,0,none
811614576861216768,que chiva pasar debajo del puente de la latina siempre he querido es en serio,P,0,none
811657609887543296,el pueblo más bonito de españa enhorabuena sólo rioja sólo bueno,P,0,none
811638449077948416,ahh no eso fijo pero en este caso en especifico hablo solamente de vestimenta,NEU,0,none
811644803838607360,estoy solita en la oficina pondré mis vídeos de cosas paranormales sin audífonos,NONE,0,none
811666031643074560,sólo viste feo lo demás todo ok,NEU,0,none
811193408878481408,ayer inicie con mi proyecto de hacerme mi propia huerta,NONE,0,none
810824587361525760,que dicha que hay trabajo y salud y vacaciones también,P,0,none
810694264946618368,ja ja pero está precioso el condenado,P,0,none
810670660867526656,juegos de pólvora y mi perrito asustado,N,0,none
810870164233261056,stargazer tanto libro chiva que hay y buen punto comida entonces,P,0,none
810351346788528128,a la hijueputa tela se me salió yo quería volver a quedar acostada,N,0,none
810322496079757312,estoy así de no salir hoy,N,0,none
810326683169521664,vamos a pasar año nuevo a la playa no bueno,NONE,0,none
810213900192989184,extraño todo de belén es tan chiva,NEU,0,none
811407432421404673,y nos vamos encontrando a un ex en el hotel,NONE,0,none
811453924830023681,mi hermano y yo convertimos el comedor principal en un café internet,NONE,0,none
811955602046013440,me acuerdo de la clínica nora el peri las casas en lotes llores dañadas,NONE,0,none
811819332581859328,todavía no me he comido un maldito tamal,N,0,none
811782203738910720,yo personalmente lo bloquearla inmediatamente pero al final yo no soy una belleza so,NEU,0,none
811803758560768001,hoy tuve mi primera premier y fue un éxito,P,0,none
811786773537968128,nombres yo llego hasta las sábado a las am mejor jajaja,NONE,0,none
811783431558295552,siempre es bueno la opinión de un playa,P,0,none
809178498103439362,soy el ser más distraído del mundo,N,0,none
809274124820512768,ojala que te de un bloqueo mas grande que el de mi el,N,0,none
809382645754957825,toda mi familia va a estar dormida en mi graduación,N,0,none
809223061157400576,espero que mi jefe me de mañana libre,P,0,none
809286148916920320,arroyo jajaja yo nunca spoiler eso lo odio pero le recomiendo no meterse a te mañana,P,0,none
809267386717274112,yo defendía un poquito el ya no,N,0,none
809259678505046018,esto es lo más triste pero espero que el sí,N,0,none
811041345288732672,con las rayas más gruesas me gusta pumas sabe lo que hace,P,0,none
811080053866057728,bueno igual la veré porque el protagonista es muy guapo,P,0,none
811086379199397889,para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,NEU,0,none
810948277957001216,llevaba tiempo de no estar tan quemada,N,0,none
811095261829271560,pero igual es feo horrible espantoso,N,0,none
809599585001816064,rajado que si lo voy a extrañar un poquito,N,0,none
809428087935004672,buen día ivrecagu muchas gracias por su comentario es un gusto servirle,P,0,none
808888543338778624,sería la mejor compañía para marce y quitar bueno y yo,P,0,none
808896048680861696,yo estoy igual hoy pequé feo,N,0,none
808473316520562688,feliz terminé cuatro fue un éxito ahora sueño con algo grande,P,0,none
808489751816929280,que raro el mío si es real,NEU,0,none
808491123559845889,mis lunes no volverán a ser iguales cadena,NONE,0,none
810599314213011456,perez ah bueno gracias por estar tan pendiente de nosotros,P,0,none
810540437819760642,ayer me dieron una botella y le pegue un trago pensando que era yin o fresca gracias mariner,N,0,none
812111423102926851,lo puse y ví la int de manning está empezando igual,NONE,0,none
812110006564831234,dígame que no es caro porque ya estoy bien pobre,NONE,0,none
812354803485540352,amo la nueva canción de sofía reyes,P,0,none
812059929213366273,ya no me quiero mover estúpidos aeropuertos,N,0,none
809123827263438853,la próxima vez que vaya a un bar hasta me sirvo yo solo,NONE,0,none
808876462212317188,me corte el pelo y me siento demasiado pelota,N,0,none
