,tweetid,content,polarity
277,787984763713826816,entrar a trabajar a lo pm y yo en santo carlos mi tío creer que ir a llegar puntual,NONE
278,787886655919288320,yo que poder decir de mi ex ser demasiar feliz y me hacer crecer comer personar,P
279,787858728607322112,decir muy bonito todo uno día super chulo todo divino pero mi crush no me decir feliz cumplir,N
280,787887162389766144,cr ahí estar bueno en el descansar no me ser a mojar hasta lo palco del frente parir hablar con lo privar de libertar,NONE
281,793311961186381824,en seriar que uno se ir a graduar en el tiempo de dios,N
282,793311843045380096,stargazer si no haber que perder lo esperanzar jaja decir tener mucho expectativa con alguien pero no se dar y tomar por gordo,P
283,796477634930679808,clinton ganar votar popular y trump el colegiar electorado adivinar quién ser presidente electo,NONE
284,796509950822547456,sorry x el delay pero el app arrancar cuando quiereabrimos de lunes a sábado a los pm,NONE
285,796393637479325696,escuchar a porque no me aguantar y no poder creer aun que haber elegir sobrar él a ser realmente triste,N
286,796436593355661312,porque al final siempre llegar a el mismo ser que él deber asumir más su lado femenino,N
287,796208842640097280,no ser posible que trump ir ganar los elección y que yo aun no me ganar uno pizza de qué ser este,N
288,796200964684468225,por cada acción cometer comer delito a lo vez ese se llamar concursar ideal o material ya no me acordar,NONE
289,796138069451767809,tener pendiente uno vaciar whisky y habano comer que este fin complicar,N
290,796007317653385216,bill clinton ya estar muy viejito,NEU
291,796040775364710400,ser uno escena de unir de lo documental más respetar sobrar naturaleza planet earth de lo bbc dudar que ser montar,P
292,797201498379812864,hoy ser uno bueno diaa,P
293,797442154998198272,ya no ser tan divertir,N
294,797979127089246208,necesitar plata mi regalar de cumpleaños no alcanzar parir lo ropa de navidad y año nuevo,N
295,797920810560155649,yo querer enseñar mi bola en facebook pero su político de desnudo ser muy estricto mejor no,NEU
296,797946447580626946,hermoso verdad a me tocar quitarlas porque no poder mostrar caro,NEU
297,797825741144686592,ver lo nuevo emojis ios102 el aguacate a,NONE
298,799279043124297728,tan triste mi vida que me hablar en snapchat solo parir decirme que mi animal ser lindo,N
299,799265326902951936,no haber que sentirse mal por ya no querer creer que ser bueno saber el que unir querer y el que no,P
300,799202890032168960,estornudar y me morder lo lengua porque mi suerte ser asir,N
301,800022236312829952,ya vez me haber dejar mamar pero lo verdad el ver tan guapo,NEU
302,800074815520509956,suerte nivel llamar a lo pizzeria parir pasar por uno pizza y llover cuando dejar mi sombrilla perdido,N
303,800073694286675972,estar asir de hacer uno estupidez,N
304,800197219785867264,les parecer que ser uno personar odioso a cada rato me decir ese y que tener caro de amargar,N
305,800191474503745536,el jueguito del septum no se me haber cerrar por completar pero ya no me caber lo pieza,NONE
306,800166145672310785,jajaja aquí lo confianza virtual,NEU
307,800169135808409600,lo ex novio de vrs sabino parir finalmente aceptar que este viejo,N
308,798874400019849216,y todo el que hacer háganlo con amor corintio bueno dia a todo,P
309,799603531380588544,bueno día que pase uno bueno día,P
310,799600564283801600,me estar sacar los cejar y comer se me ocurrir coser genial decidir arrancarme uno pestaña y ahora me doler el párpado y se hinchar,N
311,799673383017443328,los canción de juanes y julieta venir siempre me hacer muy feliz,P
312,798562479022440448,ver fox pasar portar de periódico deportivo solo en crc no porque no tener periódico deportivo,N
313,798593094409211904,yo hacer ese sino nadie contestar asir ver que no ser mi culpar que no se mover los coser perdón por vivir,NONE
314,798520354264137728,yo siempre desear ese y cuando estar librecomo hoy andar desde temprano dar vuelta y sin soñar,N
315,799106736204500992,ya no tener librar parir leer ni seriar parir ver mi noche se estar volver aburrir,N
316,799128741393920000,mi imposible querer irse a europa yo tener pequeño esperanzar saber que ser imposible pero ahora se los llevar parir europa,N
317,798395934359089153,gato mae esque mi top ser dez bryant a brown y obj lo de zek venir de cuartar,NONE
318,798228439182426112,obviar ya querer llegar y verte asir que de uno vez organizar irma,P
319,798226790539923457,y ser a buscarte xq haber agarrar x otro callar venia hacer uno concertar y bueno pues te encontrar al final jeje saludo,P
320,798018670471614464,asir ser aquí estar pasar algo similar en este día,NEU
321,798087645645651968,ahh ya ya jajaja bueno bueno noche que descansar,P
322,798682768158982144,ay tan lindar amigar gracia esperar que jugar con rencor porque se hacer imparable cuando estar resentir,P
323,798706777751687168,ingrato solo porque tú sí,N
324,798732040376029185,a mi solo me quedar ya casi ver lo luz,P
325,798731333858197508,ay qué bonito todo demasiar extrañar no estar sufrir a este altura ir pelear,P
326,798747276466384896,jajaja exacto este todo igual solo que mas seriar pero nadar de declaración aun solo que siempre no decir asi,NEU
327,797865894001180672,mi familia ya empezar con villancico a todo volumen y yo que tenia mi musicar poner y me lo quitar,NONE
328,797862382089420805,callese mae jajajaja el carro estar bastante durar mae jaja,NEU
329,799445926087716864,el malo de los indirecto esque ser comer uno chisme pero a medio y asir no se poder,N
330,799448567626743808,el otro año ir a ser diferente y tener que ser diferente,P
331,799436785487122433,verdad que triste que se haber llegar a ese punto,N
332,799408617543733249,lo varar ser que odiar los materia teórico y amar cocinar,NEU
333,799430917026627584,mami ir a bajar lo velocidad del internet pero mejor ese a que el quitar,P
334,799482352384741376,hoy me desvelar de nuevo,NONE
335,799481901874638848,mi papá emocionar hasta los lágrima con lo tenor haber concierto que se quedar en el alma parir siempre,P
336,799475852350259200,me gustar mucho ahsroanoke ser uno temporada muy bueno y mucho miedo pero corto ya estar ansioso por lo temporada 7,P
337,803626014127439873,ge haber que pulsera bastante el haber intentar uno par de vez y nadar pero que bueno foto mae,P
338,805623699453935616,yo talvez no volver a yt por asunto personal,NONE
339,805623476224671744,me encantar que resaltar lo moda sin ser superficial sino ser uno excelente crítico saludo desde costa rico,P
340,805614283509919744,lelo me escribir yo le responder lelo me dejar en gris,N
341,805598225075961856,ab tomar uno descansar y apenar estar de nuevo al ir a dairy queen este bien,NONE
342,805637515864576000,correcto ser puro arte mejor no el poder describir felicidad bendición,P
343,806270461080375296,nadie querer ir a tomar café conmigo,N
344,806152341749698561,pero interrumpir en mi soñar perder el soñar en ese momento y gracia a ti no ser a trabajar porque me quedar dormir,N
345,804536745907908608,que bonito ser anunciar que lo excedente de lo asociación solidario ya estan depositar,P
346,804505028673282048,aun no poder salir de lo u porque lo tarifar de uber estar alto me escupir,N
347,804158689821229056,el mejor ser que no ser ni que ir a estudiar,N
348,805793848488292352,oh yo ser que estar curioso de google play music apple music no me servir,N
349,805899060154613761,este cinnamonrolls traer mucho paso puro sabor a navidad prosanafoods estacióngourmet,P
350,805879457806487552,gc uno chivi que hacer videos y ser más tocándose el cabellar que video hacer algo divertir o entretener,NEU
351,805585062867693568,hacer uno tiempo en uno ruta desafiante felicidad ser muy muy campeón a,P
352,805030196265054209,me hacer uno sándwich en vez de queso le poner leche condensar y aun asir el poner a tostar,NONE
353,804358931342589952,en face oscar me dejar claro que no ser su amigo,N
354,804719772114022401,void07 calmo poblar todo ir estar bien solo ir presentar todo y hacer su fucking examen tranquilo,P
355,804718720715255809,este año más que otro ocupar trabajar este temporada navideño ocupar plata si alguien saber de algo me avisar,NONE
356,804773102655852544,y super diferente a su trabajo anterior tener que comprarlo tho porque no este disponible en apple music,NEU
357,805498107047870466,me gustar el rumbo que mi vida este llevar me sentir tranquilo y contento conmigo mismo,P
358,805546029877698560,el peor de recibir clase en uno restaurante ser el fuerte olor a comer y el hambre que me tener,N
359,805516843876319232,que ladilla yo ser chevere,P
360,805362967055372288,solo actividad de mi interés me hacer levantarme a los 4 a.m. de menos jamás en lo vida,NONE
361,805506932538806272,después de uno semana comer en méxico a uno preciar ridículo el último q hacer ser ir a lo feriar gastronómico lluviaencasa,N
362,805270554169274368,hoy no tocar de último en el festival navideño de pz y llover adivinar cómo quedar,N
363,805269972540882948,ya cambiar al modelar d paco trabajar el que estar antes ser uno muñequito rico,NEU
364,805274366195990528,extrañar mi siesta de todo lo tardar,N
365,805302138075303936,ahh pero ahí estar los rubio jajaja que mal que no se te quitar,N
366,805109479922683904,de los impotencia más grande entender unir qué significar lo resignación,N
367,805986009720782848,no saber que el amor de mi vida ir a cantar haber vestir el programar,NEU
368,805967820496506881,todo estar súper barato porque casi nadie ser el festival,N
369,805932294397722624,ahora sí ser oficial tener el trabajar más chivo que poder pedir,P
370,805929121100468224,sii claro en play podés comprarlo por dolar pero ya en ps4 no,NONE
371,802912779854352384,qué feo ser tener que terminar con alguien y más cuando los do personar aun se amar pero el entornar no ser favorable,N
372,802953483838246913,ayer ser a y aun no estar listo parir recibir donación de punto,N
373,802994601271259136,casi me aplastar uno árbol pero el bueno ser que en lo casar ya llegar lo navid,NEU
374,803324783907794945,te creer solo ganar de roller,NONE
375,803305331585650688,se llevar lo doritos y lo fresco pero no se llevar el pan,NONE
376,803725500216545281,lo lluvia definitivo que no me tener piedad cuando andar en bus,N
377,803753329000071168,odiar a mi profesor de estudio social,N
378,802897477456265216,que asco spotify desde lo compu,N
379,802536550311440384,ojalá el conseguir pero también ojalá lo empresa del concertar le dar otro comer sorpresa o algo asir,P
380,802528311226208256,me gustar dar lo bueno día bueno día,P
381,802742656841314305,yo lo dejar comer año y ahora volver el día que terminar del todo empezar uno largar doler,NONE
382,802739333828636672,me alegrar milord feliz regresar a su casar en el averno,P
383,803224335775367168,lunes con litro de lindar gracia dios por el trabajar,P
384,803244397705969665,igual estar en examen final y estar muy inactivar esperar volver a lo normalidad de ahora en adelantar,NEU
385,803061996828692480,perdón por ser lo peor prometer darle mucho amor comprensión y ternura apenar terminar el semestre,P
386,803214630113988608,hoy hacer todo de uno manera olímpico pero algo se me tener que olvidar ah sí lo sombrilla,NONE
387,803219303818559488,arca sí ser justar y necesario el hacer y me sentir mejor,P
388,803219187850088449,pues de hacer sí me funcionar me sentir más tranquilo después de ese,P
389,803207109051564033,bueno día uno éxito su martinica yo me sumo y ser que ir a llevar mucho alegría a personar que estar sufrir,P
390,803101972517638144,me haber pasar el peor ser cuando sin decirle nadar a unir el agregar de nuevo jajajaja,N
391,803109708378738688,preferir discutir con uno umpalumpa que con uno a cristianar a conservador a de derecho,N
392,802591645979930624,chao con ud en seriar no te poder,N
393,802654547151884289,mucho gracia por tu palabra uno fuerte abrazar parir tú,NONE
394,802656976664727552,cansar ser poco pero saber que hoy se ayudar en algo me hacer feliz,P
395,802298017617326080,me sentir muy identificar con tu tweet y ver tu contar porque mi mejor amigo avezar dar rt a tu coser,P
396,802610197306802176,en ese estar claro pero yo tener fe en que lo ticos ser solidario cuando mas se necesitar,P
397,802617732747366401,mi mejor amigar me llamar que ya venir llegar a mi casar tener minuto esperándolo,N
398,802362941953736708,aquel señor amigar suyo hacer uno numerito hoy de ese que le encantar hacer otro día en que lo ginebra empezar a fluir temprano,NONE
399,802369892620111872,ver dolor jurar nunca más volver a ese lugar quedo en pz parir lo interesar,N
400,802374903299239936,si o ser el cel no me interesar tanto pero los coser que tener ahí ser irremplazable gracia por escribir,NEU
401,802339920023027712,semana necesitar casar cunar apúrense no haber suficiente presupuestar parir todo lo animalito afectar,NONE
402,802352213330784256,hora de que se ser del pais y ya lo extrañar,N
403,803070151935619073,que bueno fiesta se pegar unir,P
404,802971994950160389,hasta ahora me enterar de que existir lo carrera de investigador de animación japonés haber desperdiciar mi vida,N
405,802721540076761090,hoy hacer el gol de mi vida perder pero hacer el gol de mi vida,P
406,802423538367930368,le enviar uno foto a ignacio y me decir que picha más feo,N
407,803970852199034885,yeye pintar no sabio que ser parejo,NONE
408,803787178321084416,lo lluvia definitivo no me tener piedad cuando andar en bus,N
409,803786450852605952,uno masculino adulto que ser fanático obsesivo de my little pony,NONE
410,804122640411742208,a mí me gustar de hacer,P
411,804010711810801664,ojalá poder darte el abrazar en vivir o al menos acompañarte hoy sentir mucho el de tu primar,NONE
412,804048178492407808,hoy haber nuevo campeón que pasar el que ser que ser campeón o que perder carlsenkarjakin,P
413,804050118412562432,pero en realidad ser mucho menos amargar maldito y jugar de vivo de el que parecer el prometer,P
414,803994481938853889,leer el post equivocar aparentemente me salir lo diseñador snob en mi feed,N
415,804064900469366789,me ir a morir querer verlo en vivir y tigo no tener cbs,N
416,804139696595107840,pues que decir que haber temblor y yo ni me decir contar porque pasar ensayar típico,NONE
417,799987480518922243,excelente que grande que estar,P
418,801271513542496256,querer demasiar el baldar de pollo cebolla y papar frita de lo parecer alguien lléveme,NEU
419,801223329625542656,mispropositospara2017son buscar uno mejor amigar necesitar a alguien nadie,N
420,801279880247713792,que enfermería tener gareth balar se poder perder el clásico,N
421,801291354978582528,a mí jajaja y verme aquí con lo ojo pelar,NEU
422,801304592902483969,abrazo parir ti desde aquí vibo ahí estar y mismísima parir grabar lo entrevistar,NONE
423,800926948025319424,genial iniciativo que no poder ayudar,P
424,800209365831532544,estar harto del semestre yo sábado por lo noche resolver integral parir encontrar área,N
425,806502753707159560,el amigar secretar de hoy traer uno delicioso arroz con leche,P
426,806353036708900865,el ﻿1 capítulo de lo primero temporada de black mirror ser bien pinchar triste wey,NEU
427,806657359716249601,no dar igual yo ser funcionario público y no todo pensar asir,NEU
428,806341840551157761,me sentir tan solo por los noche que dormir con pariss en lo cama de mi hermanar,N
429,806343202315898882,ojalá seguir junto mucho tiempo,P
430,806364751106342912,pero pensar que luego de jugar junto todo ir a cambiar,N
431,807324978693763072,ojalar tener netflix comer en lo viejo tiempo,N
432,807381460827205633,y parir que me tener a mi ser momento y no montar uno canal repichudo,P
433,807425510435356672,poder soñar ridículo pero si llorar porque se ser,N
434,806330716367765504,carepichas ese solo pensar en ellos,N
435,808043758235303936,ser uno verdadero ver que lo videos mas caca tener mas apoyar que lo que costar,N
436,808067430014656512,mandarle uno maldito a jonathan duarte que este en el hospital pasandola mal con uno operacion y solo ver tu videos,NONE
437,808012377312600064,cr uff haber uno discusión enorme sobrar este lo clínico mayar dejar de hacerlas por año por lo resultar,NONE
438,807254954226384896,porque si estar bien me tener que dar calentura de nuevo,N
439,807537268235833344,el peor ser que no encontrar en uno bar y no le poder hablar x mi timidez,N
440,806696427883790336,a mediodía lo próximo no el dudar aunque me ver seriar yo ser uno carajo bueno noto,P
441,806755531591294977,ya mi relación no ser el igual con davi él me perder,N
442,806723955973189637,primero vez que david cenar en mi casar y quebrar uno vaso,N
443,806712993098727428,rivera lo del mio peor tener que andar con do telefono parir poder revisar tw fb e ig,N
444,806903754083672064,descubrir qué ser estar picar decir el patán,N
445,806726824608702464,les jurar que el stalker y mi instinto asesinar se activo,N
446,806687497619206144,también tener tradición costarricense por suponer cajeta de leche con almendra lo más rico de todo,P
447,806694328718553088,el bueno de verano ser que en el grupo haber vario competir,P
448,806850707219484672,los tenis blanco no se usar todo lo día,N
449,807261162358394882,a mí en seriar ese coser de ganar no se me dar,N
450,807242670267596800,ser lo mejor amigo secreto de lo vida querer el regalar que ir a dar,P
451,807117733531963392,hoy ser uno día muy largar y mi último día ser uno pilluelo de año,N
452,807090883766157313,me ir a dormir saber que lo único app de mangar con lo que leer no tener actualizar ons,N
453,807042574158598144,esperar que ser uno bueno jueves por lo noche,P
454,807042479505764353,y si me corregir ser comer tráigame tierra y llévame directo al infierno,N
455,808163207013695488,fijar si me gustar hacer el que hacer con el episodio vii ser al cine vez,P
456,808139453021777920,me encantar lo olla de carne pero no me gustar que por ser sopar no me mantener lleno bastante tiempo,NEU
457,808136758105899008,poder pasar uno día enterar ver sólo detener,P
458,808101774196428801,si se desesperar no llevar puto,N
459,808122577818439688,que triste cuando unir andar en uno actividad y no tener con quien bailar me ver muy raro chateando solo en medio pistar,N
460,808143467083862016,que dichoso ya casi terminar yo apenar ir por el jaja,NEU
461,808210014494228480,solis estar en lo mismo luchar,NONE
462,808194490435571712,lo delicia mi mamá casi no me dejar meter a lo gato pero les encantar dormir aquí cuando poder,NEU
463,808189213392982016,por decir solo me volver a ver y seguir dormir pero me dar lástima,N
464,808156606739443712,yo me querer graduar con lo camisa rosado,NONE
465,808341965188333568,y si comer crepas con uno beber de café o uno smoothie hoy haber feriar navideño y nuestro esparcir se poner de,P
466,808435688756678656,no haber vestir el nuevo episodio de twd,NONE
467,808342410543726594,bueno día ya le seguir,P
468,808357021909192705,el normal ser aburrir,NEU
469,808444195266510848,fav si creer que me gustar lo pene comer no ser famoso y nadie le ir a dar fav pues tendre lo consciencia limpio,NONE
470,807740854882406400,hoy me decir contar que mi crush ya tener novio y ser mucho menor que yo,N
471,807697679052587008,odiar que me cambiar mi plan por comodidad de lo demás,N
472,807779949998391296,reglar de lo segundo,NONE
473,807798427421704192,diay estar bonito comentario,P
474,803418254819651584,men no no elegir mas de porque perder porque a nosotros el unico que no importar ser divertirnos viendote jugar,N
475,803289620268072960,ya estar estresada de esperar resultar,N
476,803296800555798528,no hemo ir a lo cabra loco,NONE
477,802300439341465601,me lleno demasiar ver tanto gente con lo intención de ayudar y moviéndose que lindar todo,P
478,802519704288067584,mi mamá sólo decirme que estar gordo,N
479,796387096823033857,sobrar asi que ahora tener uno posible nuevo carrera armamentista in the making,NEU
480,796433687927783434,sopar negro opción plato fuerte en lo soda dios saber comer reconfortante después de los noticiar agobiante,P
481,796328841052618752,demasiar decepción con lo humanidad,N
482,796537219859226631,yo te salir de ese yo ser por luchar y que me flotar en el work lindaperopobra,N
483,796715835888988160,cuando yo ver al pipi aquí en lo conferenciar de prensar casi llorar comer ese niño pero solo estar ahí temblar,NONE
484,796518460763291648,jalar traidor vender a lo coronar españolar,N
485,796517504583614465,no podés tener el mejor de lo do mundo,N
486,796846796245004292,a lo gente bueno le pasar coser bueno al restar a vez también no pasar coser bueno,P
487,796855421424324613,nunca me haber ganar nadar con y que chulo ser probar lo nuevo pizza este tardar siberiano estar comer parir lo crown pizza,P
488,796861636732747777,desde el jueves pasar estar esperar el entrenar,NONE
489,796852759572217860,jaja trump en lo primero mesar se ir a traer abajar el tlc no ir a ir todo a lo mierda,N
490,796869639691190272,no estar muerte andar de parranda jejeje,P
491,796878053557370880,uff uno coser delicioso jajaja que desorden meter los pato ser feliz exito,P
492,796781652454338560,comer cuando ser muy chingar y me traer almorzar al trabajar gracia,P
493,796788190279598080,el otro muchacho que ser nieto del señor de los galletitas siempre tener uno dulce navidad,NONE
494,796809889171603456,otro vez querer desnaturalizar el temer bienestaranimal dejar en el texto de iniciativo popular sólo a perro y gato,N
495,796827048899710977,y su canción se non te video publicar el nov del y aquí te el compartir,NONE
496,796749746815827968,me sentir tan cansar y saber que salir hasta los,N
497,796767254872489984,estar todo estresada parir el examen de mañana comer que si el ser a perder jaja pero ya pasar el cursar y todo,NEU
498,797094392725204993,me acabar de confundir con uno estudiante universitario ser el mejor bueno día de todo,P
499,797176679848407040,ocupar el viernes negro parir ver si me comprar uno tele el miar se dañar,NEU
500,797115537910333441,mi primo se ser parir cancun hoy adivinar quien no ser por ser lo unica,N
501,797149716794540036,haber pasar todo lo mañana meter en google maps ver costa rico pero no haber street view,N
502,797224842567315456,me encontrar uno tarjeta pegar en el cajero y llamar al banco parir reportarlo lo dueño poder estar tranquilo whatgoesaroundcomesaround,NONE
503,796938829919817728,llamar tener que probarlo estar decepcionar ahora el fresco leche saber a puro sirope,N
504,796938734851751936,el problema que ya no haber 2e1 en grande ni tampoco lo punto hut ser do malo noticiar,N
505,796556024299814912,lon tener paz bonito que en este vida todo costar,NEU
506,796612199930281984,necesitar uno gato en mi vida asir comer ya tener que convencer a mi papá,P
507,796035204188139520,ese juan llegar ir a estar divertir mucho gustar catar,P
508,795843045493211137,parir navidad ir a pedir que me subir el condenar,P
509,796197595018358784,yo deber estar dormir y no bajar este largar atacar de ansiedad de bajo intensidad,N
510,796199821061328896,qué triste ver que el odiar por uno mujer estar por encimar de lo razón,N
511,795862004519104513,ya se no querer salirme de los aguar termal mañana ir a monteverde a ver que tal,P
512,795848586269523969,que venir ñoño y fijar ser parir mayor ya llorar,N
513,795852476205465600,tener que aprender a no prestar mi coser porque al parecer a todo se les hacer muy divertir nunca devolverlas,N
514,796254025033322496,que decir que me valer todo el que todo el mundo decir,P
515,796240698702000128,ahora tener que dormir lleno de repelente,NONE
516,796303545674899456,no ser ni qué leer parir tratar de entender el que ir a pasar todo mi fuente usual fallar,N
517,796289138936844289,el turrialba me odiar en definitivo ser el 1000 atacar de asma en el semestre,N
518,796192470895890435,ay no me decir ese todo ser posible aun,P
519,796260285220843521,y que el mae no ser tan desastroso comer aparentar durante lo campaña hope i all we have left,N
520,796246237272010753,jaja y ya ni ese porque fijar no no dejar entrar jajajaja,N
521,795163385184866304,elanna jajajaja yo pensar que haber captar lo indirecto pero si estar vacilar el avatar,NEU
522,794571617166704640,ya tener ganador felicidad no hablar por mensaje gracia a todo por participar,P
523,794634461392596992,psc posar poder izquierdo unir distanciar jeje,NONE
524,794776643277586433,hoy tener uno día muy lindar me alinear mucho amigo y el jueves unir que amar mucho,P
525,794724597220446210,pues sí ser el que se sentir pero piénselo comer el último esforzar que ya ahorita llegar los vacación,P
526,794569372912103424,cr puro vida ya llamar pero ser comer no haber llamar,N
527,794715441486766084,este día me haber soñar con el accidentar varios vez increíble el trauma que generar este coser,N
528,794714666928930817,me sentir tan feliz este semana cerrar bien,P
529,794812839999533060,cuando cuando estar taani cansar que no podar dormir,N
530,794750067928399872,díganle a hellen que lo extrañar odiar estar solo,N
531,794754276660748288,tan sólo ser uno mal día no uno malo vida,N
532,794768124646191108,no poder entrar a mi servidor y site no responder,N
533,794462535084740608,garcia pues ser uno bueno momento parir hacerlo,P
534,797640962952622080,cr charita que ya no cantar igual,N
535,797532460884037632,hoy tener lo sección de su propio voz y ser por partir del grupo qué no contar descubrir en,NONE
536,797619946146689024,alguno película tuanis que este en netflix que me querer recomendar gentequenocoge,NONE
537,797504019329585153,lo vida ser demasiar corto parir seguir los reglar,NEU
538,797536079817703424,ayer descubrir que no ser amargar en realidad ser preocupar,NONE
539,797515887100182528,acabar de tener uno ideo formidable que involucrar a y por ese le mandar uno correar,P
540,797675073649905665,decirle a uno mae perro ser uno ofensa parir lo pobre animalitos,N
541,797507093490266112,aw tae el que dar por poder abrazarte,P
542,797271394862120962,el sentir mucho pero si facebook el decir ser cierto sentir pésame,N
543,806926936706519040,ser lamentable uno temer tan sensible jamás con ese enfocar,N
544,807016182679097344,ese lagartija tener que haber estar muy enamorar de mi perrito cantar llamándolo a lo mismo hora a diario y él hacer mucho se ser,P
545,806516119058186240,que durar iniciar el día con noticiar triste,N
546,807004656069132289,o mejor que me decir ir a comer uno helar y ya ocupar salir,NEU
547,807009011824467968,ser muy durar parir uno niño versar forzar a ser partir de ese proceso,N
548,806955308408934400,montero por qué tenés día actividad y mucho película disponible parir asistir,P
549,806970411242160128,por suponer que no le importar a nadie ser hombre eurodescendiente heterosexual y católico cc,N
550,806977846950428672,decir que llorar ser uno locura que opinar si decir sí entonces a cantar,P
551,806979207674916865,yo ir de fijar ahora llamar a reservar,NONE
552,806980868841607168,hola me complacer con paraolvidarte de por faa saludo desde liberia,NEU
553,806980451336409089,hola me complacer con paraolvidarte de por faa saludo desde liberia,NONE
554,806980303684300800,hola me complacer con paraolvidarte de por faa saludo desde liberia,NONE
555,806979961609392128,hola me complacer con paraolvidarte de por faa saludo desde liberia,NONE
556,806945783031406592,ni tamal pierna fresquito quique nadar,N
557,806923376728150018,y en el café sonar ser in y hasta lo que estar sentar no tener,P
558,806906404112134146,malparir maldito malnacido ya haber carta de lillie en full artículo y todo y de sereno nadar,N
559,806991938553606147,yo querer que me dar lo bcr asir,NONE
560,809446607196454912,jajaja que bueno verla anoche que pase uno excelente día,P
561,809487952506224640,él se haber ganar uno lugar especial en mi corazón,P
562,809432817696378880,página perdido ya no tomar cocar,NONE
563,809507631538860034,querer que en seriar me pagar parir poder irme a rayar lo otro semana,NEU
564,809374283306827777,xenia de mi vida tener todo lo intención pero se me hacer imposible al final del día,NONE
565,809390134403747840,amanecer llenar de lo comilón anoche en el bnopenhouse pero siempre haber campar parir más a desayunar,P
566,809367478300250112,bueno día con o sin gripe hoy se disfrutar el día,P
567,809561788824059906,nomás cuál tercero yo ir a mucho actividad de en el año ya ir más de tres,NONE
568,809528195104067585,necesitar uno tacón negro a los ya,NONE
569,808713660000600064,y unir se poner triste cuando no quedar papar en lo bolsa,N
570,808498787182317569,comer querer ayudar pero no poder ser menor y no tener tarjeta y mucho menos dinero si tener le dar todo,N
571,808530298799587329,hoy llegar minuto tardar a clase ser literalmente solo minuto durar 2hrs35min llegar a lo u,N
572,808523752887767040,lo segundar temporada de fuller house me durar día,NONE
573,808768326063321088,este ser lo do último show que bailar con mi minis boys,NONE
574,808738451067731968,cr ah no ser en el auditorio nacional hasta el próximo año en marzo jaja,NONE
575,808708745194799104,sí también haber leer quejar en twitter sobrar lo interacción social en lo bus,NONE
576,808706648206352384,estar dormir tan rico jaja que cólera que me dar cuando me despertar,N
577,808669749022519300,avila hmm no ser aun los sentir pegar en el cielo de lo boca,NEU
578,808697535938314240,yo igual no trabajar el,NONE
579,809127790981369860,no salir no poder manejar migraña,N
580,809846303534514177,necesitar ir a mi hogar y dormir con mi do hijo peludo y saber y su gripe,N
581,809828470075301893,porqué terminar contratar ya ví seguro se ser solito,NONE
582,809950354611826688,me hacer sentir tan bien al ver a mi ex y no sentir absolutamente nadar por el,P
583,809927403615256576,en definitivo me quedar sin campar parir ir a tacón ya que me haber mentalizar y ya hasta querer ir percebe,N
584,809918358955184128,ysi lo mejor seriar en todo el mundo,P
585,809917034750509056,ser que en seriar alguien poder dormir tanto,N
586,810701756791484416,y qué no ser lo primero vez,NONE
587,810700953620021248,yo ser igual jajajaja tratar de evitarlo pero no el lograr,NEU
588,798320488619577344,que bueno vibrar me transmitir,P
589,798206253541584896,adquirir ser parir uno sitiar que abarcar país y hasta el momento me haber parecer uno excelente herramienta,P
590,798356108473696256,uno país tan afectar comer haití necesitar del mundo enterar,NONE
591,798329898746015745,y ser adorable pero diay ya no haber nadar que hacer,NEU
592,798261817260863488,ser solo digital entonces perfecto de verdad muchísimas gracia uno abrazar desde costa rico puro vida,P
593,798306527882919936,acabar de llamar y si tener muchísimas gracia,NONE
594,798304922399895553,cuando hacer desordenar con el horario de lo comer me agarrar uno dolor de cabeza permanente,N
595,798366463639900160,nunca dejar el snapchat abrir en el celular de lo mamá creer hoy dormir en lo callar,N
596,798386889392799744,creer que tener uno contratar en lo hombro asir o más hacer picha,N
597,798384095730409472,superfluo expectativa vs realidad gracia a a a a a a a crc puravida costarica …,NEU
598,798239489734807552,dj ser de cr estudiante de periodismo me encantar el ámbito deportivo lo admirar y soñar con conocerlos porfa fdjpuravida,P
599,801509591121068037,si lo u cerrar todo entonces yo estar librar hasta el lunes,NONE
600,801513687848779777,que bonito lo lluvia regresar cuando me tocar ir por mi hermanita al kinder,N
601,801531504325263362,alguien tener alguno contactar que hacer quedar navideño,NONE
602,801250704786681856,vosotros saber que mi vida se basar en ver,NEU
603,801189905112174592,se lesionar balar antes del clásico,N
604,801504187314016256,que todo les salir muy bonito,P
605,801501985417662464,sin morata kronos balar y poder que aun sin casero parir el clásico,NONE
606,800547473341218816,rajar y mientras llegar acá,N
607,800541436819148800,ser muy malo ser me dar penar y todo,N
608,800548175346073604,mae ese si ser cierto ahora nadie lo mayoría buscar tener algo seriar,N
609,800576201244995584,1146 y tener hambre mejor me acostar ya por que lo panadería estar cerrar,N
610,800578955485081600,antes ser más seguir saliamos por batir de maracuyá,NONE
611,800373386610360321,el ser sin ninguno respetar al dolor ajeno,N
612,800449161032241152,badilla ser tan tan guapo que sentir feo cuando me decir contar,N
613,800498900578738180,yo si que odiar recibir noticiar asir,N
614,800475290464043009,ay lo canción de 3 cielo,NONE
615,800380922491269120,jajajaja ya en seriar me haz falto,N
616,800388250942709760,dev bby muy durar lo verdad,N
617,801084134525456384,otro decepción me estar hacer lo víctima dramático obviar,N
618,801130179879899136,éxito y bueno vibrar en el recital,P
619,801134263806623744,que pescadito lo gente afectar por los inundación,N
